ADDRESS,Zip Code,phase
197 LAKEVIEW DR,05733,pending
2386 US ROUTE 7,05769,pending
80 HIGH MANOR PARK,05491,pending
102 LOCUST LN,05491,pending
83 FOX LN,05733,pending
76 SATTERLY RD,05491,pending
1 BOOSKA CT,05491,pending
161 PARTRIDGE TRL,05733,pending
958 MAPLE ST,05769,pending
135 WINDY LN,05491,pending
1598 LEICESTER WHITING RD,05778,pending
28 BOOTH WOODS,05491,pending
21 UNION ST,05491,pending
16 UNION ST,05491,pending
1341 LITTLE CHICAGO RD,05456,pending
106 MAIN ST,05491,pending
3124 SHELLHOUSE MOUNTAIN RD,05456,pending
1273 MONKTON RD,05491,pending
5 GREEN MEADOW ACRES,05491,pending
50 NEW HAVEN RD,05491,pending
125 S MAPLE ST,05491,pending
235 MIDDLEBROOK RD,05456,pending
357 MONKTON RD,05491,pending
2413 US ROUTE 7,05733,pending
33 BOWMAN RD,05491,pending
1947 WEST SHORE RD,05769,pending
55 HIGH MANOR PARK,05491,pending
200 WEST SHORE RD,05769,pending
1148 LEICESTER WHITING RD,05733,pending
22 FIRST ST,05491,pending
25 COMFORT HL,05491,pending
55 NORTH ST,05491,pending
76 DEPOT RD,05456,pending
5359 US ROUTE 7,05456,pending
18 THOMAS CIR,05491,pending
2191 LEICESTER WHITING RD,05733,pending
42 EAST ST,05491,pending
24 MOUNTAIN VIEW LN,05491,pending
119 FOX LN,05733,pending
28 THOMAS CIR,05491,pending
1245 US ROUTE 7,05733,pending
1741 LAKE DUNMORE RD,05733,pending
21 NEW HAVEN RD,05491,pending
2445 US ROUTE 7,05456,pending
1251 DELORM RD,05733,pending
22 SCHOOL ST,05491,pending
31 MACDONOUGH DR,05491,pending
50 DAKIN RD,05456,pending
917 MAPLE ST,05769,pending
73 MAIN ST,05491,pending
1270 US ROUTE 7,05733,pending
1442 HOOKER RD,05733,pending
457 LEICESTER WHITING RD,05733,pending
555 PLANK RD,05491,pending
7 EAST ST,05491,pending
40 MONKTON RD,05491,pending
1238 WEST SHORE RD,05769,pending
4334 US ROUTE 7,05456,pending
112 BRIDLE PATH LN,05778,pending
3467 US ROUTE 7,05456,pending
38 BOOTH WOODS,05491,pending
17 HOPKINS RD,05491,pending
1537 LAKE DUNMORE RD,05733,pending
1635 LAKE DUNMORE RD,05769,pending
2933 US ROUTE 7,05456,pending
289 S MIDDLEBROOK RD,05491,pending
90 CREAMERY RD,05456,pending
106 PROSPECT ST,05769,pending
61 JOHNSON DR,05733,pending
97 S WATER ST,05491,pending
0 CANAL ST,05491,pending
1259 SHELLHOUSE MOUNTAIN RD,05456,pending
209 TOW PATH LN,05456,pending
510 BURROUGHS FARM RD,05491,pending
3570 LAKE DUNMORE RD,05769,pending
2094 SMEAD RD,05769,pending
175 S MAPLE ST,05491,pending
119 W MAIN ST,05491,pending
303 MATTHEWS MDW,05456,pending
33 MOUNTAIN VIEW LN,05491,pending
26 N MAPLE ST,05491,pending
39 ISTHMUS DR,05733,pending
33 BOOTH WOODS,05491,pending
605 KELSEY LN,05733,pending
1578 HOOKER RD,05733,pending
403 TOW PATH LN,05456,pending
70 GREEN ST,05491,pending
165 ROUND BARN RD,05456,pending
229 PINE LN,05769,pending
1220 SATTERLY RD,05456,pending
22 WEST ST,05491,pending
247 PARTRIDGE TRL,05733,pending
54 NORTH ST,05491,pending
264 ROUND BARN RD,05456,pending
13 W MAIN ST,05491,pending
6 MOOSALAMOO CLUB RD,05769,pending
550 ROUND BARN RD,05456,pending
181 GLORY LN,05733,pending
146 PINE LN,05769,pending
724 MAPLE ST,05491,pending
183 SEAGUL CIR,05769,pending
145 LAKEVIEW DR,05733,pending
174 BURROUGHS FARM RD,05491,pending
100 MACDONOUGH DR,05491,pending
10 COUNTRY CMNS,05491,pending
120 PANTON RD,05491,pending
92 FERN LAKE RD,05733,pending
287 GLORY LN,05733,pending
15 SHORT ST,05491,pending
21 SUNSET DR,05491,pending
196 S MAPLE ST,05491,pending
273 LOCUST LN,05491,pending
968 FULLER MOUNTAIN RD,05743,pending
1979 LAKE DUNMORE RD,05769,pending
10 THOMAS CIR,05491,pending
66 S COVE TRL,05733,pending
50 NORTH ST,05491,pending
504 LITTLE CHICAGO RD,05456,pending
100 MACDONOUGH DR,05491,pending
255 SAND RD,05456,pending
12 WALKER AVE,05491,pending
67 S WATER ST,05491,pending
854 WEST SHORE RD,05769,pending
156 WILD TURKEY LN,05491,pending
271 PLANK RD,05491,pending
1611 US ROUTE 7,05733,pending
8 S WATER ST,05491,pending
9 SHORT ST,05491,pending
1454 FERN LAKE RD,05733,pending
16 THOMAS CIR,05491,pending
2452 LAKE DUNMORE RD,05733,pending
3 SHORT ST,05491,pending
17 W MAIN ST,05491,pending
195 GREEN ST,05491,pending
162 INDIAN TRL,05733,pending
78 S MAPLE ST,05491,pending
1126 DELORM RD,05733,pending
8 BILODEAU RD,05778,pending
158 LEICESTER WHITING RD,05733,pending
3272 SHELLHOUSE MOUNTAIN RD,05456,pending
47 MONKTON RD,05491,pending
1876 LAKE DUNMORE RD,05769,pending
1322 FULLER MOUNTAIN RD,05473,pending
15 THOMAS CIR,05491,pending
36 CANAL ST,05491,pending
4 PROSPECT ST,05491,pending
29 FIRST ST,05491,pending
21 YOUNG RD,05760,pending
274 GLORY LN,05733,pending
400 LEISURE LN,05733,pending
230 HIGH MANOR PARK,05491,pending
152 N MAIN ST,05778,pending
3114 US ROUTE 7,05456,pending
91 CATAMOUNT DR,05733,pending
88 US ROUTE 7,05733,pending
318 HOLMAN RD,05769,pending
87 MAIN ST,05491,pending
67 NEW HAVEN RD,05491,pending
754 HOOKER RD,05733,pending
43 MCKNIGHT LN,05491,pending
2 CANAL ST,05491,pending
500 RUSTIC LN,05769,pending
2 PROSPECT ST,05491,pending
441 QUIET LN,05769,pending
1090 SHELLHOUSE MOUNTAIN RD,05456,pending
68 STONE MEADOW LN,05456,pending
45 SCHOOL ST,05491,pending
231 BIRCHARD PARK,05753,pending
440 E MAIN ST,05740,pending
41 SOUTH ST,05753,pending
680 DOG TEAM RD,05472,pending
717 COLLEGE ST,05753,pending
186 BURNHAM DR,05753,pending
2888 US ROUTE 7 S,05753,pending
20 OVERBROOK DR,05753,pending
41 COLONIAL DR,05753,pending
152 COLLEGE ST,05753,pending
17 EAST RD,05753,pending
303 COLLEGE ST,05753,pending
19 WOODBRIDGE LN,05753,pending
30 COLLEGE ST,05753,pending
40 DWIRE CIR,05753,pending
1267 CASE ST,05753,pending
11 LOWER PLAINS RD,05753,pending
1138 CASE ST,05753,pending
30 MIDDLE SEYMOUR ST,05753,pending
1756 US ROUTE 7 S,05753,pending
69 N PLEASANT ST,05753,pending
1484 US ROUTE 7 N,05753,pending
37 WASHINGTON ST,05753,pending
114 GREEN MOUNTAIN PL,05753,pending
220 PAINTER HILLS RD,05753,pending
91 SEYMOUR ST,05753,pending
13 WASHINGTON ST,05753,pending
278 WASHINGTON ST EXT,05753,pending
953 LOWER FOOTE ST,05753,pending
217 US ROUTE 7,05769,pending
3 WILMAR ST,05753,pending
1270 CASE ST,05753,pending
263 COURT ST,05753,pending
3 GRIST MILL RD,05740,pending
15 STONEGATE DR,05753,pending
370 POMAINVILLE DR,05769,pending
179 COTTAGE LN,05753,pending
16 BROOKSIDE DR,05753,pending
7 SWANAGE CT,05753,pending
294 BURNHAM DR,05753,pending
10 COURT SQ,05753,pending
2890 US ROUTE 7 S,05753,pending
102 S MAIN ST,05753,pending
367 AIRPORT RD,05753,pending
1 LEDGEWOOD CT,05753,pending
201 EXCHANGE ST,05753,pending
484 SOUTH ST EXT,05753,pending
110 SKYLINE LN,05753,pending
46 HIGH ST,05753,pending
44 LOWER PLAINS RD,05753,pending
70 WEYBRIDGE ST,05753,pending
764 MUNGER ST,05753,pending
587 US ROUTE 7,05769,pending
131 S MAIN ST,05753,pending
58 LOWER FOOTE ST,05753,pending
12 GREEN MOUNTAIN PL,05753,pending
105 DANYOW DR,05753,pending
155 MEAD LN,05753,pending
32 FIELDS RD,05753,pending
70 COURT ST,05753,pending
186 SKYLINE LN,05753,pending
1249 CADY RD,05753,pending
26 GORHAM LN,05753,pending
186 HALLADAY RD,05753,pending
3142 CASE ST,05753,pending
56 HILLCREST RD,05753,pending
46 WASHINGTON ST,05753,pending
83 SHELDON LN,05753,pending
87 BENEDICT LN,05753,pending
160 ROGERS RD,05753,pending
112 WEYBRIDGE ST,05753,pending
23 MEADOW GLEN DR,05753,pending
225 MORGAN HORSE FARM RD,05753,pending
47 TWIN CIRS,05753,pending
967 WASHINGTON ST EXT,05753,pending
19 OVERBROOK DR,05753,pending
1089 VT ROUTE 125,05766,pending
456 WASHINGTON ST EXT,05753,pending
114 KESTREL LN,05753,pending
1486 US ROUTE 7 N,05753,pending
429 PAINTER RD,05753,pending
11 S GORHAM LN,05753,pending
86 N PLEASANT ST,05753,pending
32 OSSIE RD,05740,pending
180 CHIPMAN PARK,05753,pending
50 LOWER PLAINS RD,05753,pending
10 FOREST RIDGE DR,05740,pending
277 LINDALE CIR,05753,pending
149 ROGERS RD,05753,pending
1046 US ROUTE 7,05769,pending
53 LOWER FOOTE ST,05753,pending
35 GREEN MOUNTAIN PL,05753,pending
3156 MUNGER ST,05472,pending
185 MEAD LN,05753,pending
25 EVERGREEN LN,05753,pending
3969 MUNGER ST,05472,pending
27 EVERGREEN LN,05753,pending
1202 VT ROUTE 125,05766,pending
469 E MAIN ST,05740,pending
9 LEDGEWOOD CT,05753,pending
13 SOUTH ST,05753,pending
1078 LOWER FOOTE ST,05753,pending
24 HILLCREST RD,05753,pending
8 NEDDE RD,05753,pending
3852 CASE ST,05753,pending
342 E MAIN ST,05753,pending
43 COURT ST,05753,pending
32 EVERGREEN LN,05753,pending
63 EXCHANGE ST,05753,pending
561 AIRPORT RD,05753,pending
14 OLD CHAPEL RD,05753,pending
579 BUTTOLPH DR,05753,pending
60 MAIN ST,05753,pending
145 LINDALE CIR,05753,pending
19 KINGS ROW,05740,pending
11 S MUNGER ST,05753,pending
94 WOODLAND PARK,05753,pending
375 E MAIN ST,05740,pending
913 WASHINGTON ST EXT,05753,pending
66 FIELDS RD,05753,pending
4 CASE ST,05753,pending
280 COURT ST,05753,pending
24 GORHAM LN,05753,pending
23 GEORDIES PATH,05753,pending
88 MAINELLI RD,05753,pending
2 NEWTON DR,05740,pending
231 FIELDS RD,05753,pending
39 LOWER PLAINS RD,05753,pending
15 LOWER PLAINS RD,05753,pending
65 MAIN ST,05753,pending
51 BENEDICT LN,05753,pending
24 SCHOOL HOUSE HILL RD,05740,pending
9 MILL ST,05753,pending
403 E MAIN ST,05740,pending
344 CASE ST,05753,pending
87 JACKSON LN,05753,pending
14 COURT SQ,05753,pending
226 HALLADAY RD,05753,pending
21 FOREST RIDGE DR,05740,pending
253 FIELDS RD,05753,pending
3614 CASE ST,05753,pending
164 COTTAGE LN,05753,pending
212 SEYMOUR ST EXT,05753,pending
201 S RIDGE DR,05753,pending
522 QUARRY RD,05753,pending
46 SYDNEY WAY,05753,pending
1148 MUNGER ST,05753,pending
73 MAIN ST,05753,pending
13 FOREST RIDGE DR,05740,pending
22 SEMINARY ST,05753,pending
139 S MAIN ST,05753,pending
33 LOWER PLAINS RD,05753,pending
861 WASHINGTON ST EXT,05753,pending
25 DUGWAY RD,05766,pending
334 CHIPMAN PARK,05753,pending
161 S PLEASANT ST,05753,pending
218 DEER MEADOW DR,05753,pending
12 KINGS ROW,05740,pending
3 MEADOW WAY,05753,pending
1786 US ROUTE 7 S,05753,pending
60 MONROE ST,05753,pending
234 PULP MILL BRIDGE RD,05753,pending
16 SOUTH ST,05753,pending
413 E MAIN ST,05740,pending
20 OLD CHAPEL RD,05753,pending
61 OTTERSIDE CT,05753,pending
318 PLAINS RD,05769,pending
1458 US ROUTE 7 S,05753,pending
76 NORTH FORTY LN,05753,pending
148 HILLCREST RD,05753,pending
50 SHORT SHANNON ST,05753,pending
1618 CASE ST,05753,pending
11 CHIPMAN HTS,05753,pending
1115 CASE ST,05753,pending
2360 US ROUTE 7 S,05753,pending
62 COURT ST,05753,pending
11 SEMINARY ST,05753,pending
185 COTTAGE LN,05753,pending
501 MUNGER ST,05753,pending
567 HAPPY VALLEY RD,05753,pending
34 EXCHANGE ST,05753,pending
334 E MAIN ST,05753,pending
1061 QUARRY RD,05753,pending
3 DUTTON LN,05740,pending
183 COLLEGE CROSS RD,05766,pending
50 MAIN ST,05753,pending
3334 MUNGER ST,05472,pending
21 SHORT SHANNON ST,05753,pending
4 JAYNE CT,05753,pending
13 EAST RD,05753,pending
114 MAYAPPLE LN,05753,pending
9 ELM ST,05753,pending
24 ROAD 18,05753,pending
236 COLLEGE ST,05753,pending
542 BUTTOLPH DR,05753,pending
110 S MAIN ST,05753,pending
33 SCHOOL HOUSE HILL RD,05740,pending
335 US ROUTE 7,05769,pending
6 THOMAS ST,05753,pending
8 BLUEBERRY LN,05753,pending
1708 QUARRY RD,05753,pending
107 PLEASANT VIEW TER,05753,pending
530 HALPIN RD,05753,pending
76 DREW LN,05753,pending
9 BIRCH DR,05753,pending
406 E MAIN ST,05740,pending
670 BUTTOLPH DR,05753,pending
6 MAPLE ST,05753,pending
991 US ROUTE 7,05769,pending
52 US ROUTE 7,05769,pending
5 THOMAS ST,05753,pending
30 WATER ST,05753,pending
2 FORREST LN,05753,pending
1060 MUNGER ST,05753,pending
140 SARAHS WAY,05753,pending
87 RIVERS BEND RD,05472,pending
388 ETHAN ALLEN HWY,05472,pending
149 SHANNON ST,05753,pending
1288 MUNGER ST,05753,pending
494 S MUNGER ST,05753,pending
122 GREEN MOUNTAIN PL,05753,pending
16 COURT ST,05753,pending
1663 US ROUTE 7 S,05753,pending
523 AIRPORT RD,05753,pending
351 E MAIN ST,05753,pending
9 WILLARD ST,05753,pending
307 LOWER PLAINS RD,05769,pending
9 MAECLIFF CT,05753,pending
180 ROGERS RD,05753,pending
104 KESTREL LN,05753,pending
78 S PLEASANT ST,05753,pending
212 S VILLAGE GRN,05753,pending
444 E MAIN ST,05740,pending
75 FRANKLIN ST,05753,pending
752 DOG TEAM RD,05472,pending
210 LOWER PLAINS RD,05769,pending
31 JOHN GRAHAM CT,05753,pending
990 LOWER FOOTE ST,05753,pending
1077 COBBLE RD,05443,pending
32 SOUTH ST,05753,pending
40 MONROE ST,05753,pending
383 E MAIN ST,05740,pending
1660 ETHAN ALLEN HWY,05472,pending
26 STEWART LN,05753,pending
148 MORNINGSIDE DR,05753,pending
7 COURT ST,05753,pending
86 MONROE ST,05753,pending
2527 MUNGER ST,05472,pending
58 NORTH FORTY LN,05753,pending
36 MIDDLE RD N,05753,pending
23 GAMBREL CT,05753,pending
68 COMMODORE WAY,05753,pending
388 E MAIN ST,05740,pending
2258 UPPER PLAINS RD,05769,pending
26 OVERBROOK DR,05753,pending
14 SOUTH ST,05753,pending
95 SEMINARY ST EXT,05753,pending
29 SEMINARY ST,05753,pending
169 LINCOLN RD,05766,pending
2534 CASE ST,05753,pending
83 PULP MILL BRIDGE RD,05753,pending
53 SEYMOUR ST,05753,pending
135 S MAIN ST,05753,pending
115 DEERFIELD LN,05753,pending
869 EXCHANGE ST,05753,pending
3945 CASE ST,05753,pending
1009 LOWER FOOTE ST,05753,pending
45 LOWER PLAINS RD,05753,pending
56 SEYMOUR ST,05753,pending
17 SPRINGSIDE RD,05753,pending
788 LOWER PLAINS RD,05769,pending
104 S MAIN ST,05753,pending
140 S PLEASANT ST,05753,pending
26 SEMINARY ST,05753,pending
202 WEYBRIDGE ST,05753,pending
40 OSSIE RD,05740,pending
3 MAIN ST,05753,pending
272 ELLEN DR,05753,pending
215 MUNSON RD,05753,pending
98 COURT ST,05753,pending
110 DANYOW DR,05753,pending
1330 EXCHANGE ST,05753,pending
25 RIDGEVIEW TER,05753,pending
17 FOREST RIDGE DR,05740,pending
9 PIPER RD,05740,pending
36 BOARDMAN ST,05753,pending
394 CHIPMAN PARK,05753,pending
51 MAIN ST,05753,pending
57 PLEASANT VIEW TER,05753,pending
332 PLAINS RD,05769,pending
45 SEYMOUR ST,05753,pending
218 FIELDS RD,05753,pending
254 MONROE ST,05753,pending
2822 US ROUTE 7 S,05753,pending
129 LINDALE CIR,05753,pending
58 HEPBURN RD,05753,pending
10 LOWER PLAINS RD,05753,pending
448 E MAIN ST,05740,pending
149 COTTAGE LN,05753,pending
1411 VT ROUTE 125,05766,pending
3979 RIVER RD,05472,pending
2387 MUNGER ST,05472,pending
173 BASINVIEW RD,05753,pending
351 AIRPORT RD,05753,pending
30 WASHINGTON ST,05753,pending
2 CROSS ST,05753,pending
254 MEADOW GLEN DR,05753,pending
8 SEMINARY ST,05753,pending
64 COURT ST,05753,pending
55 COLLINS DR,05753,pending
188 DEER MEADOW DR,05753,pending
133 DANYOW DR,05753,pending
367 PULP MILL BRIDGE RD,05753,pending
32 SEMINARY ST,05753,pending
23 BROOKSIDE DR,05753,pending
162 BUTTERNUT RIDGE DR,05753,pending
98 N PLEASANT ST,05753,pending
2504 US ROUTE 7 S,05753,pending
28 COURT ST,05753,pending
279 MUNGER ST,05753,pending
351 LINDALE CIR,05753,pending
504 BUTTOLPH DR,05753,pending
225 WILSON RD,05753,pending
360 BOARDMAN ST,05753,pending
59 EXCHANGE ST,05753,pending
45 BAKERY LN,05753,pending
863 MUNGER ST,05753,pending
63 OTTER CREEK LN,05753,pending
6 MEADOW WAY,05753,pending
28 SCHOOL HOUSE HILL RD,05740,pending
55 OTTERSIDE CT,05753,pending
3255 US ROUTE 7 S,05753,pending
198 COURT ST,05753,pending
4 LOWER PLAINS RD,05753,pending
276 MONROE ST,05753,pending
260 RIDGELINE RD,05753,pending
1197 EXCHANGE ST,05753,pending
14 SCHOOL HOUSE HILL RD,05740,pending
1590 US ROUTE 7 S,05753,pending
30 SEYMOUR ST,05753,pending
320 OLD TOWN RD,05766,pending
6 MILL ST,05753,pending
1 FORBES CIR,05753,pending
395 E MAIN ST,05740,pending
52 WASHINGTON ST,05753,pending
332 WOODLAND PARK,05753,pending
615 AIRPORT RD,05753,pending
16 MERCHANTS ROW,05753,pending
375 BURNHAM DR,05753,pending
57 COURT ST,05753,pending
45 SCHOOL HOUSE HILL RD,05740,pending
25 TWIN CIRS,05753,pending
81 SEYMOUR ST EXT,05753,pending
94 SKYLINE LN,05753,pending
2 MURDOCK CT,05753,pending
1622 DOG TEAM RD,05472,pending
103 EXCHANGE ST,05753,pending
68 N PLEASANT ST,05753,pending
15 COURT ST,05753,pending
2861 MUNGER ST,05472,pending
3 SOUTH ST,05753,pending
220 PETERSON TER,05753,pending
11 LEDGEWOOD CT,05753,pending
7 SCHOOL HOUSE HILL RD,05740,pending
35 DEERFIELD LN,05753,pending
153 DANYOW DR,05753,pending
26 ORCHARD LN,05753,pending
2 TWIN CIRS,05753,pending
57 SOUTH ST EXT,05753,pending
260 COURT ST,05753,pending
2 DUTTON LN,05740,pending
12 SPRINGSIDE RD,05753,pending
104 WATER ST,05753,pending
70 WASHINGTON ST EXT,05753,pending
57 SEYMOUR ST,05753,pending
427 E MAIN ST,05740,pending
30 SEMINARY ST,05753,pending
67 CATAMOUNT PARK,05753,pending
5 EVERGREEN LN,05753,pending
249 FIELDS RD,05753,pending
1428 US ROUTE 7 S,05753,pending
21 SEMINARY ST,05753,pending
33 UPPER PLAINS RD,05753,pending
285 WEYBRIDGE ST,05753,pending
456 E MAIN ST,05740,pending
886 US ROUTE 7 S,05753,pending
24 GREY LEDGE RD,05753,pending
37 SEYMOUR ST EXT,05753,pending
81 WATER ST,05753,pending
36 HIGH ST,05753,pending
102 COURT ST,05753,pending
10 GAMBREL CT,05753,pending
53 VALLEY VW,05753,pending
357 WEYBRIDGE ST,05753,pending
264 VALLEY VW,05753,pending
35 OSSIE RD,05740,pending
9 TWIN CIRS,05753,pending
684 LOWER PLAINS RD,05769,pending
18 EVERGREEN LN,05753,pending
99 BIRCHARD PARK,05753,pending
77 N PLEASANT ST,05753,pending
4165 US ROUTE 7 S,05753,pending
100 S MAIN ST,05753,pending
333 MEAD LN,05753,pending
23 EVERGREEN LN,05753,pending
536 COLLEGE ST,05753,pending
24 SEYMOUR ST,05753,pending
57 COLONIAL DR,05753,pending
331 E MAIN ST,05753,pending
101 GREEN MOUNTAIN PL,05753,pending
45 TWIN CIRS,05753,pending
54 COURT ST,05753,pending
386 SOUTH ST EXT,05753,pending
13 MILL ST,05753,pending
158 MONROE ST,05753,pending
8 CASE ST,05753,pending
247 MUNGER ST,05753,pending
57 SYDNEY WAY,05753,pending
21 STONEGATE DR,05753,pending
351 S RIDGE DR,05753,pending
56 SCHOOL HOUSE HILL RD,05740,pending
626 WASHINGTON ST EXT,05753,pending
2818 MUNGER ST,05472,pending
97 SHANNON ST,05753,pending
7 EAST RD,05753,pending
2 B DUANE CT,05753,pending
115 QUESNEL LN,05753,pending
85 CREEK RD,05753,pending
422 E MAIN ST,05740,pending
1743 QUARRY RD,05753,pending
2377 US ROUTE 7 S,05753,pending
25 KINGS ROW,05740,pending
3708 CASE ST,05753,pending
226 MEAD LN,05753,pending
1055 US ROUTE 7 N,05753,pending
452 BUTTOLPH DR,05753,pending
188 FIELDS RD,05753,pending
14 EAST RD,05753,pending
170 MIDDLE RD N,05753,pending
32 COURT ST,05753,pending
140 FIELDS RD,05753,pending
436 MIDDLE RD N,05753,pending
253 US ROUTE 7,05769,pending
42 WASHINGTON ST,05753,pending
75 DANYOW DR,05753,pending
317 CHARLES AVE,05753,pending
334 LOWER PLAINS RD,05769,pending
82 MUNSON RD,05753,pending
9 JACKSON LN,05753,pending
423 E MAIN ST,05740,pending
394 WOODLAND PARK,05753,pending
60 N PLEASANT ST,05753,pending
2 CHURCH ST,05740,pending
31 FOSTER CIR,05753,pending
864 US ROUTE 7 S,05753,pending
35 N LENO LANE EXT,05753,pending
209 MONROE ST,05753,pending
4863 CASE ST,05753,pending
13 LEDGEWOOD CT,05753,pending
238 DEER MEADOW DR,05753,pending
1191 CADY RD,05753,pending
82 COURT ST,05753,pending
30 PINEWOOD RD,05753,pending
12 SEYMOUR ST,05753,pending
164 BASINVIEW RD,05753,pending
36 N LENO LANE EXT,05753,pending
26 SOUTH ST,05753,pending
69 COURT ST,05753,pending
413 LOWER PLAINS RD,05769,pending
224 CHIPMAN PARK,05753,pending
5 MAPLE CT,05740,pending
312 WEYBRIDGE ST,05753,pending
121 HALPIN RD,05753,pending
141 PLEASANT VIEW TER,05753,pending
46 WATER ST,05753,pending
138 BIRCH DR,05753,pending
502 E MAIN ST,05740,pending
38 TWIN CIRS,05753,pending
1620 CASE ST,05753,pending
6 NEDDE RD,05753,pending
98 S MAIN ST,05753,pending
104 DEER MEADOW DR,05753,pending
240 COURT ST,05753,pending
407 E MAIN ST,05740,pending
29 KINGS ROW,05740,pending
62 WISSLERS LN,05753,pending
1271 CASE ST,05753,pending
108 SEYMOUR ST,05753,pending
383 BURNHAM DR,05753,pending
44 SCHOOL HOUSE HILL RD,05740,pending
430 FOOTE ST,05753,pending
50 LINDALE CIR,05753,pending
117 DEER MEADOW DR,05753,pending
2316 US ROUTE 7 S,05753,pending
510 US ROUTE 7 S,05753,pending
2 WARNER DR,05740,pending
5 PARK ST,05753,pending
2399 US ROUTE 7 S,05753,pending
436 WOODLAND PARK,05753,pending
6 LITTLE POND RD,05753,pending
48 BIRCH DR,05753,pending
14 SEMINARY ST,05753,pending
82 N PLEASANT ST,05753,pending
1 CHURCH ST,05740,pending
468 E MAIN ST,05740,pending
12 SWANAGE CT,05753,pending
63 BENEDICT LN,05753,pending
292 COLLEGE ST,05753,pending
3 LOCUST LN,05753,pending
220 COLLEGE ST,05753,pending
309 COURT ST,05753,pending
323 FOOTE ST,05753,pending
30 MOUNTAIN VIEW LN,05753,pending
4961 CASE ST,05753,pending
28 KESTREL LN,05753,pending
5 GRIST MILL RD,05740,pending
86 AMORY LN,05753,pending
629 HAPPY VALLEY RD,05753,pending
84 GREY LEDGE RD,05753,pending
121 COTTAGE LN,05753,pending
198 CHIPMAN PARK,05753,pending
56 KIRBY DR,05769,pending
48 MAIN ST,05753,pending
4 CROSS ST,05753,pending
193 COLONIAL DR,05753,pending
4715 MUNGER ST,05472,pending
26 N LENO LANE EXT,05753,pending
228 DEER MEADOW DR,05753,pending
74 MAIN ST,05753,pending
194 COLLEGE CROSS RD,05766,pending
9 LOWER PLAINS RD,05753,pending
263 MEAD LN,05753,pending
274 ORCHARD LN,05753,pending
7 ELM ST,05753,pending
221 MONROE ST,05753,pending
1100 CASE ST,05753,pending
50 RIVER RD,05472,pending
47 BUTTERNUT RIDGE DR,05753,pending
89 MAIN ST,05753,pending
236 CHIPMAN PARK,05753,pending
2903 MUNGER ST,05472,pending
72 MAYAPPLE LN,05753,pending
187 SHANNON ST,05753,pending
30 TWIN CIRS,05753,pending
73 MACINTYRE LN,05753,pending
7 FORBES CIR,05753,pending
20 COURT ST,05753,pending
8 BROOKSIDE DR,05753,pending
14 DANYOW DR,05753,pending
37 TWIN CIRS,05753,pending
47 FEED MILL LN,05753,pending
85 RIVERS BEND RD,05472,pending
110 KESTREL LN,05753,pending
325 US ROUTE 7 N,05753,pending
173 MUNSON RD,05753,pending
2 OLD COLLEGE FARM RD,05753,pending
185 MONROE ST,05753,pending
405 E MAIN ST,05740,pending
3 ELM ST,05753,pending
55 COMMODORE WAY,05753,pending
351 CHIPMAN PARK,05753,pending
16 CARDINAL WAY,05753,pending
612 BUTTOLPH DR,05753,pending
37 LOWER PLAINS RD,05753,pending
7 STONEGATE DR,05753,pending
31 PARKLINE PL,05753,pending
49 WILSON RD,05753,pending
14 CROSS ST,05753,pending
17 WOODBRIDGE LN,05753,pending
96 AMORY LN,05753,pending
5 OVERBROOK DR,05753,pending
1396 US ROUTE 7 S,05753,pending
122 HILLCREST RD,05753,pending
254 ETHAN ALLEN HWY,05472,pending
36 N PLEASANT ST,05753,pending
47 PARKLINE PL,05753,pending
67 FRANKLIN ST,05753,pending
0 ADIRONDACK VW,05753,pending
5 NORTH ST,05753,pending
4 MEADOW WAY,05753,pending
13 ELM ST,05753,pending
292 CHIPMAN PARK,05753,pending
77 PAUL ALLISON LN,05753,pending
383 EXCHANGE ST,05753,pending
111 MAPLE ST,05753,pending
1395 US ROUTE 7 S,05753,pending
353 FOOTE ST,05753,pending
160 FOOTE ST,05753,pending
27 STEWART LN,05753,pending
3129 CASE ST,05753,pending
51 SEYMOUR ST,05753,pending
1591 NATURAL TPKE,05766,pending
7 HIGH ST,05753,pending
413 BURNHAM DR,05753,pending
1562 US ROUTE 7 S,05753,pending
371 HALPIN RD,05753,pending
88 KESTREL LN,05753,pending
26 COURT ST,05753,pending
87 LINDALE CIR,05753,pending
25 COURT ST,05753,pending
70 MONROE ST,05753,pending
102 ROGERS RD,05753,pending
6 OVERBROOK DR,05753,pending
68 SEYMOUR ST,05753,pending
1624 UPPER PLAINS RD,05769,pending
308 MEAD LN,05753,pending
40 OTTER CREEK LN,05753,pending
2 CHIPMAN HTS,05753,pending
124 WEYBRIDGE ST,05753,pending
56 GAMBREL CT,05753,pending
321 US ROUTE 7 N,05753,pending
81 SKYLINE LN,05753,pending
10 EAST RD,05753,pending
38 HIGH ST,05753,pending
433 E MAIN ST,05740,pending
1 WASHINGTON ST,05753,pending
2 MILL ST,05753,pending
61 COURT ST,05753,pending
30 GRIST MILL RD,05740,pending
12 GORHAM LN,05753,pending
68 ELLEN DR,05753,pending
355 WOODLAND PARK,05753,pending
14 WOODBRIDGE LN,05753,pending
10 KINGS ROW,05740,pending
95 COURT ST,05753,pending
88 EXCHANGE ST,05753,pending
41 OSSIE RD,05740,pending
75 MORNINGSIDE DR,05753,pending
54 MONARCH CT,05753,pending
5208 CASE ST,05753,pending
